MUNICÍPIO - TOM;UF
ILHA DE ITAMARACÁ;PE
ITAPETIM;PE
ITAQUITINGA;PE
JABOATÃO DOS GUARARAPES;PE
JATAÚBA;PE
JOÃO ALFREDO;PE
JOAQUIM NABUCO;PE
JUPI;PE
JUREMA;PE
LAGOA DO ITAENGA;PE
LAGOA DO OURO;PE
LAGOA DOS GATOS;PE
LAJEDO;PE
LIMOEIRO;PE
MACAPARANA;PE
MACHADOS;PE
MARAIAL;PE
MIRANDIBA;PE
MORENO;PE
NAZARÉ DA MATA;PE
OLINDA;PE
OROBÓ;PE
OROCÓ;PE
OURICURI;PE
PALMARES;PE
PALMEIRINA;PE
PANELAS;PE
PARANATAMA;PE
PARNAMIRIM;PE
PASSIRA;PE
PAUDALHO;PE
PAULISTA;PE
PEDRA;PE
PESQUEIRA;PE
PETROLÂNDIA;PE
PETROLINA;PE
POÇÃO;PE
POMBOS;PE
PRIMAVERA;PE
QUIPAPÁ;PE
RECIFE;PE
RIACHO DAS ALMAS;PE
RIBEIRÃO;PE
RIO FORMOSO;PE
SAIRÉ;PE
SALGADINHO;PE
SALGUEIRO;PE
SALOÁ;PE
SANHARÓ;PE
SANTA CRUZ DO CAPIBARIBE;PE
SANTA MARIA DA BOA VISTA;PE
SANTA MARIA DO CAMBUCÁ;PE
SANTA TEREZINHA;PE
SÃO BENEDITO DO SUL;PE
SÃO BENTO DO UNA;PE
SÃO CAITANO;PE
SÃO JOÃO;PE
SÃO JOAQUIM DO MONTE;PE
SÃO JOSÉ DA COROA GRANDE;PE
SÃO JOSÉ DO BELMONTE;PE
SÃO JOSÉ DO EGITO;PE
SÃO LOURENÇO DA MATA;PE
SÃO VICENTE FERRER;PE
SERRA TALHADA;PE
SERRITA;PE
SERTÂNIA;PE
SIRINHAÉM;PE
MOREILÂNDIA;PE
SOLIDÃO;PE
SURUBIM;PE
TABIRA;PE
TACAIMBÓ;PE
TACARATU;PE
ITAMBÉ;PE
TAQUARITINGA DO NORTE;PE
TEREZINHA;PE
TERRA NOVA;PE
TIMBAÚBA;PE
TORITAMA;PE
TRACUNHAÉM;PE
TRINDADE;PE
TRIUNFO;PE
TUPANATINGA;PE
TUPARETAMA;PE
VENTUROSA;PE
VERDEJANTE;PE
VERTENTES;PE
VICÊNCIA;PE
VITÓRIA DE SANTO ANTÃO;PE
CAMARAGIBE;PE
ABREU E LIMA;PE
ITAPISSUMA;PE
CARNAUBEIRA DA PENHA;PE
QUIXABA;PE
SANTA CRUZ DA BAIXA VERDE;PE
PARIPUEIRA;AL
ESTRELA DE ALAGOAS;AL
PARICONHA;AL
SANTANA DO SÃO FRANCISCO;SE
SÃO JOSÉ DA LAPA;MG
CAPITÃO ANDRADE;MG
CATUJI;MG
JAMPRUCA;MG
DIVISÓPOLIS;MG
MATA VERDE;MG
PALMÓPOLIS;MG
ENTRE FOLHAS;MG
IPABA;MG
SANTA BÁRBARA DO LESTE;MG
SANTA RITA DE MINAS;MG
UBAPORANGA;MG
SANTANA DO PARAÍSO;MG
DURANDÉ;MG
SÃO JOÃO DO MANHUAÇU;MG
SÃO JOÃO DO MANTENINHA;MG
ALFREDO VASCONCELOS;MG
FERVEDOURO;MG
CARNEIRINHO;MG
LIMEIRA DO OESTE;MG
SENADOR AMARAL;MG
JUATUBA;MG
ICARAÍ DE MINAS;MG
LONTRA;MG
MONTEZUMA;MG
URUCUIA;MG
ÁGUA BRANCA;AL
ANADIA;AL
ARAPIRACA;AL
ATALAIA;AL
BARRA DE SANTO ANTÔNIO;AL
BARRA DE SÃO MIGUEL;AL
BATALHA;AL
BELÉM;AL
BELO MONTE;AL
BOCA DA MATA;AL
BRANQUINHA;AL
CACIMBINHAS;AL
CAJUEIRO;AL
CAMPO ALEGRE;AL
CAMPO GRANDE;AL
CANAPI;AL
CAPELA;AL
CARNEIROS;AL
CHÃ PRETA;AL
COITÉ DO NÓIA;AL
COLÔNIA LEOPOLDINA;AL
COQUEIRO SECO;AL
CORURIPE;AL
DELMIRO GOUVEIA;AL
DOIS RIACHOS;AL
FEIRA GRANDE;AL
FELIZ DESERTO;AL
FLEXEIRAS;AL
GIRAU DO PONCIANO;AL
IBATEGUARA;AL
IGACI;AL
IGREJA NOVA;AL
INHAPI;AL
JACARÉ DOS HOMENS;AL
JACUÍPE;AL
JAPARATINGA;AL
JARAMATAIA;AL
JOAQUIM GOMES;AL
JUNDIÁ;AL
JUNQUEIRO;AL
LAGOA DA CANOA;AL
LIMOEIRO DE ANADIA;AL
MACEIÓ;AL
MAJOR ISIDORO;AL
MARAGOGI;AL
MARAVILHA;AL
MARECHAL DEODORO;AL
MARIBONDO;AL
MAR VERMELHO;AL
MATA GRANDE;AL
MATRIZ DE CAMARAGIBE;AL
MESSIAS;AL
MINADOR DO NEGRÃO;AL
MONTEIRÓPOLIS;AL
MURICI;AL
NOVO LINO;AL
OLHO D'ÁGUA DAS FLORES;AL
OLHO D'ÁGUA DO CASADO;AL
OLHO D'ÁGUA GRANDE;AL
OLIVENÇA;AL
OURO BRANCO;AL
PALESTINA;AL
PALMEIRA DOS ÍNDIOS;AL
PÃO DE AÇÚCAR;AL
PASSO DE CAMARAGIBE;AL
PAULO JACINTO;AL
PENEDO;AL
PIAÇABUÇU;AL
PILAR;AL
PINDOBA;AL
PIRANHAS;AL
POÇO DAS TRINCHEIRAS;AL
PORTO CALVO;AL
PORTO DE PEDRAS;AL
PORTO REAL DO COLÉGIO;AL
QUEBRANGULO;AL
RIO LARGO;AL
ROTEIRO;AL
SANTA LUZIA DO NORTE;AL
SANTANA DO IPANEMA;AL
SANTANA DO MUNDAÚ;AL
SÃO BRÁS;AL
SÃO JOSÉ DA LAJE;AL
SÃO JOSÉ DA TAPERA;AL
SÃO LUÍS DO QUITUNDE;AL
SÃO MIGUEL DOS CAMPOS;AL
SÃO MIGUEL DOS MILAGRES;AL
SÃO SEBASTIÃO;AL
SATUBA;AL
TANQUE D'ARCA;AL
TAQUARANA;AL
TRAIPU;AL
UNIÃO DOS PALMARES;AL
VIÇOSA;AL
CRAÍBAS;AL
SENADOR RUI PALMEIRA;AL
JAÍBA;MG
MAMONAS;MG
MATIAS CARDOSO;MG
PEDRAS DE MARIA DA CRUZ;MG
RIACHINHO;MG
ARAPORÃ;MG
LAGOA GRANDE;MG
GUAPIMIRIM;RJ
BELFORD ROXO;RJ
QUEIMADOS;RJ
JAPERI;RJ
CARDOSO MOREIRA;RJ
VARRE-SAI;RJ
APERIBÉ;RJ
RIO DAS OSTRAS;RJ
QUATIS;RJ
AREAL;RJ
COMENDADOR LEVY GASPARIAN;RJ
MARECHAL FLORIANO;ES
IRUPI;ES
SÃO DOMINGOS DO NORTE;ES
VILA PAVÃO;ES
LOURDES;SP
SANTO ANTÔNIO DO ARACANGUÁ;SP
SÃO JOÃO DE IRACEMA;SP
ILHA SOLTEIRA;SP
SUZANÁPOLIS;SP
CANITAR;SP
ENGENHEIRO COELHO;SP
HORTOLÂNDIA;SP
HOLAMBRA;SP
TUIUTI;SP
VARGEM;SP
ESTIVA GERBI;SP
EMILIANÓPOLIS;SP
PEDRINHAS PAULISTA;SP
BERTIOGA;SP
CAJATI;SP
ILHA COMPRIDA;SP
UBARANA;SP
ZACARIAS;SP
ELISIÁRIO;SP
MARAPOAMA;SP
NOVAIS;SP
ASPÁSIA;SP
MESÓPOLIS;SP
NOVA CANAÃ PAULISTA;SP
PONTALINDA;SP
PARISI;SP
ARAPEÍ;SP
POTIM;SP
ALAMBARI;SP
BARRA DO CHAPÉU;SP
CAMPINA DO MONTE ALEGRE;SP
FERNANDO DE NORONHA;PE
BARAÚNA;RN
Muquém de São Francisco;BA
NOVA FÁTIMA;BA
NOVA IBIÁ;BA
NOVA REDENÇÃO;BA
NOVO HORIZONTE;BA
NOVO TRIUNFO;BA
OUROLÂNDIA;BA
PIRAÍ DO NORTE;BA
PONTO NOVO;BA
PRESIDENTE TANCREDO NEVES;BA
QUIXABEIRA;BA
RIBEIRÃO DO LARGO;BA
SÃO DOMINGOS;BA
SÃO FÉLIX DO CORIBE;BA
SÃO JOSÉ DO JACUÍPE;BA
SÃO JOSÉ DA VITÓRIA;BA
SAUBARA;BA
SERRA DO RAMALHO;BA
SÍTIO DO MATO;BA
SÍTIO DO QUINTO;BA
SOBRADINHO;BA
UMBURANAS;BA
VARZEDO;BA
VEREDA;BA
ITAÓCA;SP
ITAPIRAPUÃ PAULISTA;SP
RIBEIRÃO GRANDE;SP
BOM SUCESSO DE ITARARÉ;SP
NOVA CAMPINA;SP
TAQUARIVAÍ;SP
ALUMÍNIO;SP
ARAÇARIGUAMA;SP
JUSSARI;BA
AMÉRICA DOURADA;BA
ARATACA;BA
BARRO ALTO;BA
BURITIRAMA;BA
CAPELA DO ALTO ALEGRE;BA
CAPIM GROSSO;BA
CANUDOS;BA
DIAS D'ÁVILA;BA
FÁTIMA;BA
FILADÉLFIA;BA
GAVIÃO;BA
GUAJERU;BA
HELIÓPOLIS;BA
JOÃO DOURADO;BA
AMPARO DE SÃO FRANCISCO;SE
AQUIDABÃ;SE
ARACAJU;SE
ARAUÁ;SE
AREIA BRANCA;SE
BARRA DOS COQUEIROS;SE
BREJO GRANDE;SE
BOQUIM;SE
EUNÁPOLIS;BA
CAMPO DO BRITO;SE
CANHOBA;SE
CANINDÉ DE SÃO FRANCISCO;SE
CAPELA;SE
CARIRA;SE
CARMÓPOLIS;SE
CEDRO DE SÃO JOÃO;SE
CRISTINÁPOLIS;SE
NOSSA SENHORA APARECIDA;SE
CUMBE;SE
DIVINA PASTORA;SE
ESTÂNCIA;SE
FEIRA NOVA;SE
FREI PAULO;SE
GENERAL MAYNARD;SE
GARARU;SE
GRACCHO CARDOSO;SE
ILHA DAS FLORES;SE
INDIAROBA;SE
ITABAIANA;SE
ITABAIANINHA;SE
ITABI;SE
ITAPORANGA D'AJUDA;SE
JAPARATUBA;SE
JAPOATÃ;SE
LAGARTO;SE
LARANJEIRAS;SE
MACAMBIRA;SE
MALHADA DOS BOIS;SE
MALHADOR;SE
MARUIM;SE
MOITA BONITA;SE
MONTE ALEGRE DE SERGIPE;SE
MURIBECA;SE
NEÓPOLIS;SE
NOSSA SENHORA DA GLÓRIA;SE
NOSSA SENHORA DAS DORES;SE
NOSSA SENHORA DE LOURDES;SE
NOSSA SENHORA DO SOCORRO;SE
PACATUBA;SE
PEDRA MOLE;SE
PEDRINHAS;SE
PINHÃO;SE
PIRAMBU;SE
POÇO REDONDO;SE
POÇO VERDE;SE
PORTO DA FOLHA;SE
PROPRIÁ;SE
RIACHÃO DO DANTAS;SE
RIACHUELO;SE
RIBEIRÓPOLIS;SE
ROSÁRIO DO CATETE;SE
SALGADO;SE
SANTA LUZIA DO ITANHY;SE
TORRE DE PEDRA;SP
SANTA ROSA DE LIMA;SE
SANTO AMARO DAS BROTAS;SE
SÃO CRISTÓVÃO;SE
SÃO DOMINGOS;SE
SÃO FRANCISCO;SE
SÃO MIGUEL DO ALEIXO;SE
SIMÃO DIAS;SE
SIRIRI;SE
TELHA;SE
TOBIAS BARRETO;SE
TOMAR DO GERU;SE
UMBAÚBA;SE
ADUSTINA;BA
ANDORINHA;BA
APUAREMA;BA
ARAÇAS;BA
BANZAÊ;BA
BOM JESUS DA SERRA;BA
BONITO;BA
CABACEIRAS DO PARAGUAÇU;BA
CAETANOS;BA
CARAÍBAS;BA
CATURAMA;BA
FEIRA DA MATA;BA
IGRAPIÚNA;BA
ITABELA;BA
ITAGUAÇU DA BAHIA;BA
ITATIM;BA
IUIÚ;BA
JUCURUÇU;BA
LAGOA REAL;BA
Lajedo do Tabocal;BA
MADRE DE DEUS;BA
MATINA;BA
MIRANTE;BA
MULUNGU DO MORRO;BA
ABAÍRA;BA
ABARÉ;BA
ACAJUTIBA;BA
ÁGUA FRIA;BA
ÉRICO CARDOSO;BA
AIQUARA;BA
ALAGOINHAS;BA
ALCOBAÇA;BA
ALMADINA;BA
AMARGOSA;BA
AMÉLIA RODRIGUES;BA
ANAGÉ;BA
ANDARAÍ;BA
ANGICAL;BA
ANGUERA;BA
ANTAS;BA
ANTÔNIO CARDOSO;BA
ANTÔNIO GONÇALVES;BA
APORÁ;BA
ARACATU;BA
ARACI;BA
ARAMARI;BA
ARATUÍPE;BA
AURELINO LEAL;BA
BAIANÓPOLIS;BA
BAIXA GRANDE;BA
BARRA;BA
BARRA DA ESTIVA;BA
BARRA DO CHOÇA;BA
BARRA DO MENDES;BA
BARRA DO ROCHA;BA
BARREIRAS;BA
BARRO PRETO;BA
BELMONTE;BA
BELO CAMPO;BA
BIRITINGA;BA
BOA NOVA;BA
BOA VISTA DO TUPIM;BA
BOM JESUS DA LAPA;BA
BONINAL;BA
BOQUIRA;BA
BOTUPORÃ;BA
BREJÕES;BA
BREJOLÂNDIA;BA
BROTAS DE MACAÚBAS;BA
BRUMADO;BA
BUERAREMA;BA
CAATIBA;BA
CACHOEIRA;BA
CACULÉ;BA
CAÉM;BA
CAETITÉ;BA
CAFARNAUM;BA
CAIRU;BA
CALDEIRÃO GRANDE;BA
CAMACAN;BA
CAMAÇARI;BA
CAMAMU;BA
CAMPO ALEGRE DE LOURDES;BA
CAMPO FORMOSO;BA
CANÁPOLIS;BA
CANARANA;BA
CANAVIEIRAS;BA
CANDEAL;BA
CANDEIAS;BA
CANDIBA;BA
CÂNDIDO SALES;BA
CANSANÇÃO;BA
CARAVELAS;BA
CARDEAL DA SILVA;BA
CARINHANHA;BA
CASA NOVA;BA
CASTRO ALVES;BA
CATOLÂNDIA;BA
CATU;BA
CENTRAL;BA
CHORROCHÓ;BA
CÍCERO DANTAS;BA
CIPÓ;BA
COARACI;BA
COCOS;BA
CONCEIÇÃO DA FEIRA;BA
CONCEIÇÃO DO ALMEIDA;BA
CONCEIÇÃO DO COITÉ;BA
CONCEIÇÃO DO JACUÍPE;BA
CONDE;BA
CONDEÚBA;BA
CONTENDAS DO SINCORÁ;BA
CORAÇÃO DE MARIA;BA
CORDEIROS;BA
CORIBE;BA
CORONEL JOÃO SÁ;BA
CORRENTINA;BA
COTEGIPE;BA
CRAVOLÂNDIA;BA
CRISÓPOLIS;BA
CRISTÓPOLIS;BA
CRUZ DAS ALMAS;BA
CURAÇÁ;BA
DÁRIO MEIRA;BA
DOM BASÍLIO;BA
DOM MACEDO COSTA;BA
ELÍSIO MEDRADO;BA
ENCRUZILHADA;BA
ENTRE RIOS;BA
ESPLANADA;BA
EUCLIDES DA CUNHA;BA
FEIRA DE SANTANA;BA
FIRMINO ALVES;BA
FLORESTA AZUL;BA
FORMOSA DO RIO PRETO;BA
GANDU;BA
GENTIO DO OURO;BA
GLÓRIA;BA
GONGOGI;BA
GOVERNADOR MANGABEIRA;BA
GUANAMBI;BA
GUARATINGA;BA
IAÇU;BA
IBIASSUCÊ;BA
IBICARAÍ;BA
IBICOARA;BA
IBICUÍ;BA
IBIPEBA;BA
SANTA RITA DE CÁSSIA;BA
IBIPITANGA;BA
IBIQUERA;BA
IBIRAPITANGA;BA
IBIRAPUÃ;BA
IBIRATAIA;BA
IBITIARA;BA
IBITITÁ;BA
IBOTIRAMA;BA
ICHU;BA
IGAPORÃ;BA
IGUAÍ;BA
ILHÉUS;BA
INHAMBUPE;BA
IPECAETÁ;BA
IPIAÚ;BA
IPIRÁ;BA
IPUPIARA;BA
IRAJUBA;BA
IRAMAIA;BA
IRAQUARA;BA
IRARÁ;BA
IRECÊ;BA
ITABERABA;BA
ITABUNA;BA
ITACARÉ;BA
ITAETÉ;BA
ITAGI;BA
ITAGIBÁ;BA
ITAGIMIRIM;BA
ITAJU DO COLÔNIA;BA
ITAJUÍPE;BA
ITAMARAJU;BA
ITAMARI;BA
ITAMBÉ;BA
ITANAGRA;BA
ITANHÉM;BA
ITAPARICA;BA
ITAPÉ;BA
ITAPEBI;BA
ITAPETINGA;BA
ITAPICURU;BA
ITAPITANGA;BA
ITAQUARA;BA
ITARANTIM;BA
ITIRUÇU;BA
ITIÚBA;BA
ITORORÓ;BA
ITUAÇU;BA
ITUBERÁ;BA
JACARACI;BA
JACOBINA;BA
JAGUAQUARA;BA
JAGUARARI;BA
JAGUARIPE;BA
JANDAÍRA;BA
JEQUIÉ;BA
JEREMOABO;BA
JIQUIRIÇÁ;BA
JITAÚNA;BA
JUAZEIRO;BA
JUSSARA;BA
JUSSIAPE;BA
LAFAIETE COUTINHO;BA
LAJE;BA
LAJEDÃO;BA
LAJEDINHO;BA
LAMARÃO;BA
LAURO DE FREITAS;BA
LENÇÓIS;BA
LICÍNIO DE ALMEIDA;BA
LIVRAMENTO DE NOSSA SENHORA;BA
MACAJUBA;BA
MACARANI;BA
MACAÚBAS;BA
MACURURÉ;BA
MAIQUINIQUE;BA
MAIRI;BA
MALHADA;BA
MALHADA DE PEDRAS;BA
MANOEL VITORINO;BA
MARACÁS;BA
MARAGOGIPE;BA
MARAÚ;BA
MARCIONÍLIO SOUZA;BA
MASCOTE;BA
MATA DE SÃO JOÃO;BA
MEDEIROS NETO;BA
MIGUEL CALMON;BA
MILAGRES;BA
MIRANGABA;BA
MONTE SANTO;BA
MORPARÁ;BA
MORRO DO CHAPÉU;BA
MORTUGABA;BA
MUCUGÊ;BA
MUCURI;BA
MUNDO NOVO;BA
MUNIZ FERREIRA;BA
MURITIBA;BA
MUTUÍPE;BA
NAZARÉ;BA
NILO PEÇANHA;BA
NOVA CANAÃ;BA
NOVA ITARANA;BA
NOVA SOURE;BA
NOVA VIÇOSA;BA
OLINDINA;BA
OLIVEIRA DOS BREJINHOS;BA
OURIÇANGAS;BA
PALMAS DE MONTE ALTO;BA
PALMEIRAS;BA
PARAMIRIM;BA
PARATINGA;BA
PARIPIRANGA;BA
PAU BRASIL;BA
PAULO AFONSO;BA
PEDRÃO;BA
PEDRO ALEXANDRE;BA
PIATÃ;BA
PILÃO ARCADO;BA
PINDAÍ;BA
PINDOBAÇU;BA
PIRIPÁ;BA
PIRITIBA;BA
PLANALTINO;BA
PLANALTO;BA
POÇÕES;BA
POJUCA;BA
PORTO SEGURO;BA
POTIRAGUÁ;BA
PRADO;BA
PRESIDENTE DUTRA;BA
PRESIDENTE JÂNIO QUADROS;BA
QUEIMADAS;BA
QUIJINGUE;BA
REMANSO;BA
RETIROLÂNDIA;BA
RIACHÃO DAS NEVES;BA
RIACHÃO DO JACUÍPE;BA
RIACHO DE SANTANA;BA
RIBEIRA DO AMPARO;BA
RIBEIRA DO POMBAL;BA
RIO DE CONTAS;BA
RIO DO ANTÔNIO;BA
RIO DO PIRES;BA
RIO REAL;BA
RODELAS;BA
RUY BARBOSA;BA
SALINAS DA MARGARIDA;BA
SALVADOR;BA
SANTA BÁRBARA;BA
SANTA BRÍGIDA;BA
SANTA CRUZ CABRÁLIA;BA
SANTA CRUZ DA VITÓRIA;BA
SANTA INÊS;BA
SANTALUZ;BA
SANTA MARIA DA VITÓRIA;BA
SANTANA;BA
SANTANÓPOLIS;BA
SANTA TERESINHA;BA
SANTO AMARO;BA
SANTO ANTÔNIO DE JESUS;BA
SANTO ESTÊVÃO;BA
SÃO DESIDÉRIO;BA
SÃO FÉLIX;BA
SÃO FELIPE;BA
SÃO FRANCISCO DO CONDE;BA
SÃO GONÇALO DOS CAMPOS;BA
SÃO MIGUEL DAS MATAS;BA
SÃO SEBASTIÃO DO PASSÉ;BA
SAPEAÇU;BA
SÁTIRO DIAS;BA
SAÚDE;BA
SEABRA;BA
SEBASTIÃO LARANJEIRAS;BA
SENHOR DO BONFIM;BA
SENTO SÉ;BA
SERRA DOURADA;BA
SERRA PRETA;BA
SERRINHA;BA
SERROLÂNDIA;BA
SIMÕES FILHO;BA
SOUTO SOARES;BA
TABOCAS DO BREJO VELHO;BA
TANHAÇU;BA
TANQUINHO;BA
TAPEROÁ;BA
TAPIRAMUTÁ;BA
TEODORO SAMPAIO;BA
TEOFILÂNDIA;BA
TEOLÂNDIA;BA
TERRA NOVA;BA
TREMEDAL;BA
TUCANO;BA
UAUÁ;BA
UBAÍRA;BA
UBAITABA;BA
UBATÃ;BA
UIBAÍ;BA
UNA;BA
URANDI;BA
URUÇUCA;BA
UTINGA;BA
VALENÇA;BA
VALENTE;BA
VÁRZEA DO POÇO;BA
VERA CRUZ;BA
VITÓRIA DA CONQUISTA;BA
WAGNER;BA
WENCESLAU GUIMARÃES;BA
XIQUE-XIQUE;BA
LAPÃO;BA
MAETINGA;BA
MANSIDÃO;BA
NORDESTINA;BA
PÉ DE SERRA;BA
PINTADAS;BA
RAFAEL JAMBEIRO;BA
SANTA LUZIA;BA
SÃO GABRIEL;BA
TANQUE NOVO;BA
TEIXEIRA DE FREITAS;BA
VÁRZEA NOVA;BA
VÁRZEA DA ROÇA;BA
WANDERLEY;BA
ABADIA DOS DOURADOS;MG
ABAETÉ;MG
ABRE CAMPO;MG
ACAIACA;MG
AÇUCENA;MG
ÁGUA BOA;MG
ÁGUA COMPRIDA;MG
AGUANIL;MG
ÁGUAS FORMOSAS;MG
ÁGUAS VERMELHAS;MG
AIMORÉS;MG
AIURUOCA;MG
ALAGOA;MG
ALBERTINA;MG
ALÉM PARAÍBA;MG
ALFENAS;MG
ALMENARA;MG
ALPERCATA;MG
ALPINÓPOLIS;MG
ALTEROSA;MG
ALTO RIO DOCE;MG
ALVARENGA;MG
ALVINÓPOLIS;MG
ALVORADA DE MINAS;MG
AMPARO DA SERRA;MG
ANDRADAS;MG
CACHOEIRA DE PAJEÚ;MG
ANDRELÂNDIA;MG
ANTÔNIO CARLOS;MG
ANTÔNIO DIAS;MG
ANTÔNIO PRADO DE MINAS;MG
ARAÇAÍ;MG
ARACITABA;MG
ARAÇUAÍ;MG
ARAGUARI;MG
ARANTINA;MG
ARAPONGA;MG
ARAPUÁ;MG
ARAÚJOS;MG
ARAXÁ;MG
ARCEBURGO;MG
ARCOS;MG
AREADO;MG
ARGIRITA;MG
ARINOS;MG
ASTOLFO DUTRA;MG
ATALÉIA;MG
AUGUSTO DE LIMA;MG
BAEPENDI;MG
BALDIM;MG
BAMBUÍ;MG
BANDEIRA;MG
BANDEIRA DO SUL;MG
BARÃO DE COCAIS;MG
BARÃO DO MONTE ALTO;MG
BARBACENA;MG
BARRA LONGA;MG
TRÊS MARIAS;MG
BARROSO;MG
BELA VISTA DE MINAS;MG
BELMIRO BRAGA;MG
BELO HORIZONTE;MG
BELO ORIENTE;MG
BELO VALE;MG
BERILO;MG
BERTÓPOLIS;MG
BETIM;MG
BIAS FORTES;MG
BICAS;MG
BIQUINHAS;MG
BOA ESPERANÇA;MG
BOCAINA DE MINAS;MG
BOCAIÚVA;MG
BOM DESPACHO;MG
BOM JARDIM DE MINAS;MG
BOM JESUS DA PENHA;MG
BOM JESUS DO AMPARO;MG
BOM JESUS DO GALHO;MG
BOM REPOUSO;MG
BOM SUCESSO;MG
BONFIM;MG
BONFINÓPOLIS DE MINAS;MG
BORDA DA MATA;MG
BOTELHOS;MG
BOTUMIRIM;MG
BRASÍLIA DE MINAS;MG
BRÁS PIRES;MG
BRAÚNAS;MG
BRASÓPOLIS;MG
BRUMADINHO;MG
BUENO BRANDÃO;MG
BUENÓPOLIS;MG
BURITIS;MG
BURITIZEIRO;MG
CABO VERDE;MG
CACHOEIRA DA PRATA;MG
CACHOEIRA DE MINAS;MG
CACHOEIRA DOURADA;MG
CAETANÓPOLIS;MG
CAETÉ;MG
CAIANA;MG
CAJURI;MG
CALDAS;MG
CAMACHO;MG
CAMANDUCAIA;MG
CAMBUÍ;MG
CAMBUQUIRA;MG
CAMPANÁRIO;MG
CAMPANHA;MG
CAMPESTRE;MG
CAMPINA VERDE;MG
CAMPO BELO;MG
CAMPO DO MEIO;MG
CAMPO FLORIDO;MG
CAMPOS ALTOS;MG
CAMPOS GERAIS;MG
CANAÃ;MG
CANÁPOLIS;MG
CANA VERDE;MG
CANDEIAS;MG
CAPARAÓ;MG
CAPELA NOVA;MG
CAPELINHA;MG
CAPETINGA;MG
CAPIM BRANCO;MG
CAPINÓPOLIS;MG
CAPITÃO ENÉAS;MG
CAPITÓLIO;MG
CAPUTIRA;MG
CARAÍ;MG
CARANAÍBA;MG
CARANDAÍ;MG
CARANGOLA;MG
CARATINGA;MG
CARBONITA;MG
CAREAÇU;MG
CARLOS CHAGAS;MG
CARMÉSIA;MG
CARMO DA CACHOEIRA;MG
CARMO DA MATA;MG
CARMO DE MINAS;MG
CARMO DO CAJURU;MG
CARMO DO PARANAÍBA;MG
CARMO DO RIO CLARO;MG
CARMÓPOLIS DE MINAS;MG
CARRANCAS;MG
CARVALHÓPOLIS;MG
CARVALHOS;MG
CASA GRANDE;MG
CASCALHO RICO;MG
CÁSSIA;MG
CONCEIÇÃO DA BARRA DE MINAS;MG
CATAGUASES;MG
CATAS ALTAS DA NORUEGA;MG
CAXAMBU;MG
CEDRO DO ABAETÉ;MG
CENTRAL DE MINAS;MG
CENTRALINA;MG
CHÁCARA;MG
CHALÉ;MG
CHAPADA DO NORTE;MG
CHIADOR;MG
CIPOTÂNEA;MG
CLARAVAL;MG
CLARO DOS POÇÕES;MG
CLÁUDIO;MG
COIMBRA;MG
COLUNA;MG
COMENDADOR GOMES;MG
COMERCINHO;MG
CONCEIÇÃO DA APARECIDA;MG
CONCEIÇÃO DAS PEDRAS;MG
CONCEIÇÃO DAS ALAGOAS;MG
CONCEIÇÃO DE IPANEMA;MG
CONCEIÇÃO DO MATO DENTRO;MG
CONCEIÇÃO DO PARÁ;MG
CONCEIÇÃO DO RIO VERDE;MG
CONCEIÇÃO DOS OUROS;MG
CONGONHAL;MG
CONGONHAS;MG
CONGONHAS DO NORTE;MG
CONQUISTA;MG
CONSELHEIRO LAFAIETE;MG
CONSELHEIRO PENA;MG
CONSOLAÇÃO;MG
CONTAGEM;MG
COQUEIRAL;MG
