MUNICÍPIO - TOM;UF
CORAÇÃO DE JESUS;MG
CORDISBURGO;MG
CORDISLÂNDIA;MG
CORINTO;MG
COROACI;MG
COROMANDEL;MG
CORONEL FABRICIANO;MG
CORONEL MURTA;MG
CORONEL PACHECO;MG
CORONEL XAVIER CHAVES;MG
CÓRREGO DANTA;MG
CÓRREGO DO BOM JESUS;MG
CÓRREGO NOVO;MG
COUTO DE MAGALHÃES DE MINAS;MG
CRISTAIS;MG
CRISTÁLIA;MG
CRISTIANO OTONI;MG
CRISTINA;MG
CRUCILÂNDIA;MG
CRUZEIRO DA FORTALEZA;MG
CRUZÍLIA;MG
CURVELO;MG
DATAS;MG
DELFIM MOREIRA;MG
DELFINÓPOLIS;MG
DESCOBERTO;MG
DESTERRO DE ENTRE RIOS;MG
DESTERRO DO MELO;MG
DIAMANTINA;MG
DIOGO DE VASCONCELOS;MG
DIONÍSIO;MG
DIVINÉSIA;MG
DIVINO;MG
DIVINO DAS LARANJEIRAS;MG
DIVINOLÂNDIA DE MINAS;MG
DIVINÓPOLIS;MG
DIVISA NOVA;MG
DOM CAVATI;MG
DOM JOAQUIM;MG
DOM SILVÉRIO;MG
DOM VIÇOSO;MG
DONA EUZEBIA;MG
DORES DE CAMPOS;MG
DORES DE GUANHÃES;MG
DORES DO INDAIÁ;MG
DORES DO TURVO;MG
DORESÓPOLIS;MG
DOURADOQUARA;MG
ELÓI MENDES;MG
ENGENHEIRO CALDAS;MG
ENGENHEIRO NAVARRO;MG
ENTRE RIOS DE MINAS;MG
ERVÁLIA;MG
ESMERALDAS;MG
ESPERA FELIZ;MG
ESPINOSA;MG
ESPÍRITO SANTO DO DOURADO;MG
ESTIVA;MG
ESTRELA DALVA;MG
ESTRELA DO INDAIÁ;MG
ESTRELA DO SUL;MG
EUGENÓPOLIS;MG
EWBANK DA CÂMARA;MG
EXTREMA;MG
FAMA;MG
FARIA LEMOS;MG
FELÍCIO DOS SANTOS;MG
SÃO GONÇALO DO RIO PRETO;MG
FELISBURGO;MG
FELIXLÂNDIA;MG
FERNANDES TOURINHO;MG
FERROS;MG
FLORESTAL;MG
FORMIGA;MG
FORMOSO;MG
FORTALEZA DE MINAS;MG
FORTUNA DE MINAS;MG
FRANCISCO BADARÓ;MG
FRANCISCO DUMONT;MG
FRANCISCO SÁ;MG
FREI GASPAR;MG
FREI INOCÊNCIO;MG
FRONTEIRA;MG
FRUTAL;MG
FUNILÂNDIA;MG
GALILÉIA;MG
GONÇALVES;MG
GONZAGA;MG
Gouveia;MG
GOVERNADOR VALADARES;MG
GRÃO MOGOL;MG
GRUPIARA;MG
GUANHÃES;MG
GUAPÉ;MG
GUARACIABA;MG
GUARANÉSIA;MG
GUARANI;MG
GUARARÁ;MG
GUARDA-MOR;MG
GUAXUPÉ;MG
GUIDOVAL;MG
GUIMARÂNIA;MG
GUIRICEMA;MG
GURINHATÃ;MG
HELIODORA;MG
IAPU;MG
IBERTIOGA;MG
IBIÁ;MG
IBIAÍ;MG
IBIRACI;MG
IBIRITÉ;MG
IBITIÚRA DE MINAS;MG
IBITURUNA;MG
IGARAPÉ;MG
IGARATINGA;MG
IGUATAMA;MG
IJACI;MG
ILICÍNEA;MG
INCONFIDENTES;MG
INDIANÓPOLIS;MG
INGAÍ;MG
INHAPIM;MG
INHAÚMA;MG
INIMUTABA;MG
IPANEMA;MG
IPATINGA;MG
IPIAÇU;MG
IPUIÚNA;MG
IRAÍ DE MINAS;MG
ITABIRA;MG
ITABIRINHA;MG
ITABIRITO;MG
ITACAMBIRA;MG
ITACARAMBI;MG
ITAGUARA;MG
ITAIPÉ;MG
ITAJUBÁ;MG
ITAMARANDIBA;MG
ITAMARATI DE MINAS;MG
ITAMBACURI;MG
ITAMBÉ DO MATO DENTRO;MG
ITAMOGI;MG
ITAMONTE;MG
ITANHANDU;MG
ITANHOMI;MG
ITAOBIM;MG
ITAPAGIPE;MG
ITAPECERICA;MG
ITAPEVA;MG
ITATIAIUÇU;MG
ITAÚNA;MG
ITAVERAVA;MG
ITINGA;MG
ITUETA;MG
ITUIUTABA;MG
ITUMIRIM;MG
ITURAMA;MG
ITUTINGA;MG
JABOTICATUBAS;MG
JACINTO;MG
JACUÍ;MG
JACUTINGA;MG
JAGUARAÇU;MG
JANAÚBA;MG
JANUÁRIA;MG
JAPARAÍBA;MG
JECEABA;MG
JEQUERI;MG
JEQUITAÍ;MG
JEQUITIBÁ;MG
JEQUITINHONHA;MG
JESUÂNIA;MG
JOAÍMA;MG
JOANÉSIA;MG
JOÃO MONLEVADE;MG
JOÃO PINHEIRO;MG
JOAQUIM FELÍCIO;MG
JORDÂNIA;MG
NOVA UNIÃO;MG
JUIZ DE FORA;MG
JURAMENTO;MG
JURUAIA;MG
LADAINHA;MG
LAGAMAR;MG
LAGOA DA PRATA;MG
LAGOA DOS PATOS;MG
LAGOA DOURADA;MG
LAGOA FORMOSA;MG
LAGOA SANTA;MG
LAJINHA;MG
LAMBARI;MG
LAMIM;MG
LARANJAL;MG
LASSANCE;MG
LAVRAS;MG
LEANDRO FERREIRA;MG
LEOPOLDINA;MG
LIBERDADE;MG
LIMA DUARTE;MG
LUMINÁRIAS;MG
LUZ;MG
MACHACALIS;MG
MACHADO;MG
MADRE DE DEUS DE MINAS;MG
MALACACHETA;MG
MANGA;MG
MANHUAÇU;MG
MANHUMIRIM;MG
MANTENA;MG
MARAVILHAS;MG
MAR DE ESPANHA;MG
MARIA DA FÉ;MG
MARIANA;MG
MARILAC;MG
MARIPÁ DE MINAS;MG
MARLIÉRIA;MG
MARMELÓPOLIS;MG
MARTINHO CAMPOS;MG
MATERLÂNDIA;MG
MATEUS LEME;MG
MATIAS BARBOSA;MG
MATIPÓ;MG
MATO VERDE;MG
MATOZINHOS;MG
MATUTINA;MG
MEDEIROS;MG
MEDINA;MG
MENDES PIMENTEL;MG
MERCÊS;MG
MESQUITA;MG
MINAS NOVAS;MG
MINDURI;MG
MIRABELA;MG
MIRADOURO;MG
MIRAÍ;MG
MOEDA;MG
MOEMA;MG
MONJOLOS;MG
MONSENHOR PAULO;MG
MONTALVÂNIA;MG
MONTE ALEGRE DE MINAS;MG
MONTE AZUL;MG
MONTE BELO;MG
MONTE CARMELO;MG
MONTE SANTO DE MINAS;MG
MONTES CLAROS;MG
MONTE SIÃO;MG
MORADA NOVA DE MINAS;MG
MORRO DA GARÇA;MG
MORRO DO PILAR;MG
MUNHOZ;MG
MURIAÉ;MG
MUTUM;MG
MUZAMBINHO;MG
NACIP RAYDAN;MG
NANUQUE;MG
NATÉRCIA;MG
NAZARENO;MG
NEPOMUCENO;MG
NOVA ERA;MG
NOVA LIMA;MG
NOVA MÓDICA;MG
NOVA PONTE;MG
NOVA RESENDE;MG
NOVA SERRANA;MG
NOVO CRUZEIRO;MG
OLARIA;MG
OLÍMPIO NORONHA;MG
OLIVEIRA;MG
OLIVEIRA FORTES;MG
ONÇA DE PITANGUI;MG
OURO BRANCO;MG
OURO FINO;MG
OURO PRETO;MG
OURO VERDE DE MINAS;MG
PADRE PARAÍSO;MG
PAINEIRAS;MG
PAINS;MG
PAIVA;MG
PALMA;MG
FRONTEIRA DOS VALES;MG
PAPAGAIOS;MG
PARACATU;MG
PARÁ DE MINAS;MG
PARAGUAÇU;MG
PARAISÓPOLIS;MG
PARAOPEBA;MG
PASSABÉM;MG
PASSA QUATRO;MG
PASSA TEMPO;MG
PASSA VINTE;MG
PASSOS;MG
PATOS DE MINAS;MG
PATROCÍNIO;MG
PATROCÍNIO DO MURIAÉ;MG
PAULA CÂNDIDO;MG
PAULISTAS;MG
PAVÃO;MG
PEÇANHA;MG
PEDRA AZUL;MG
PEDRA DO ANTA;MG
PEDRA DO INDAIÁ;MG
PEDRA DOURADA;MG
PEDRALVA;MG
PEDRINÓPOLIS;MG
PEDRO LEOPOLDO;MG
PEDRO TEIXEIRA;MG
PEQUERI;MG
PEQUI;MG
PERDIGÃO;MG
PERDIZES;MG
PERDÕES;MG
PESCADOR;MG
PIAU;MG
PIEDADE DE PONTE NOVA;MG
PIEDADE DO RIO GRANDE;MG
PIEDADE DOS GERAIS;MG
PIMENTA;MG
PIRACEMA;MG
PIRAJUBA;MG
PIRANGA;MG
PIRANGUÇU;MG
PIRANGUINHO;MG
PIRAPETINGA;MG
PIRAPORA;MG
PIRAÚBA;MG
PITANGUI;MG
PIUMHI;MG
PLANURA;MG
POÇO FUNDO;MG
POÇOS DE CALDAS;MG
POCRANE;MG
POMPÉU;MG
PONTE NOVA;MG
PORTEIRINHA;MG
PORTO FIRME;MG
POTÉ;MG
POUSO ALEGRE;MG
POUSO ALTO;MG
PRADOS;MG
PRATA;MG
PRATÁPOLIS;MG
PRATINHA;MG
PRESIDENTE BERNARDES;MG
PRESIDENTE JUSCELINO;MG
PRESIDENTE KUBITSCHEK;MG
PRESIDENTE OLEGÁRIO;MG
ALTO JEQUITIBÁ;MG
PRUDENTE DE MORAIS;MG
QUARTEL GERAL;MG
Queluzito;MG
RAPOSOS;MG
RAUL SOARES;MG
RECREIO;MG
RESENDE COSTA;MG
RESPLENDOR;MG
RESSAQUINHA;MG
RIACHO DOS MACHADOS;MG
RIBEIRÃO DAS NEVES;MG
RIBEIRÃO VERMELHO;MG
RIO ACIMA;MG
RIO CASCA;MG
RIO DOCE;MG
RIO DO PRADO;MG
RIO ESPERA;MG
RIO MANSO;MG
RIO NOVO;MG
RIO PARANAÍBA;MG
RIO PARDO DE MINAS;MG
RIO PIRACICABA;MG
RIO POMBA;MG
RIO PRETO;MG
RIO VERMELHO;MG
RITÁPOLIS;MG
ROCHEDO DE MINAS;MG
RODEIRO;MG
ROMARIA;MG
RUBELITA;MG
RUBIM;MG
SABARÁ;MG
SABINÓPOLIS;MG
SACRAMENTO;MG
SALINAS;MG
SALTO DA DIVISA;MG
SANTA BÁRBARA;MG
SANTA BÁRBARA DO TUGÚRIO;MG
SANTA CRUZ DO ESCALVADO;MG
SANTA EFIGÊNIA DE MINAS;MG
SANTA FÉ DE MINAS;MG
SANTA JULIANA;MG
SANTA LUZIA;MG
SANTA MARGARIDA;MG
SANTA MARIA DE ITABIRA;MG
SANTA MARIA DO SALTO;MG
SANTA MARIA DO SUAÇUÍ;MG
SANTANA DA VARGEM;MG
SANTANA DE CATAGUASES;MG
SANTANA DE PIRAPAMA;MG
SANTANA DO DESERTO;MG
SANTANA DO GARAMBÉU;MG
SANTANA DO JACARÉ;MG
SANTANA DO MANHUAÇU;MG
SANTANA DO RIACHO;MG
SANTANA DOS MONTES;MG
SANTA RITA DE CALDAS;MG
SANTA RITA DE JACUTINGA;MG
SANTA RITA DE IBITIPOCA;MG
SANTA RITA DO ITUETO;MG
SANTA RITA DO SAPUCAÍ;MG
SANTA ROSA DA SERRA;MG
SANTA VITÓRIA;MG
SANTO ANTÔNIO DO AMPARO;MG
SANTO ANTÔNIO DO AVENTUREIRO;MG
SANTO ANTÔNIO DO GRAMA;MG
SANTO ANTÔNIO DO ITAMBÉ;MG
SANTO ANTÔNIO DO JACINTO;MG
SANTO ANTÔNIO DO MONTE;MG
SANTO ANTÔNIO DO RIO ABAIXO;MG
SANTO HIPÓLITO;MG
SANTOS DUMONT;MG
SÃO BENTO ABADE;MG
SÃO BRÁS DO SUAÇUÍ;MG
SÃO DOMINGOS DO PRATA;MG
SÃO FRANCISCO;MG
SÃO FRANCISCO DE PAULA;MG
SÃO FRANCISCO DE SALES;MG
SÃO FRANCISCO DO GLÓRIA;MG
SÃO GERALDO;MG
SÃO GERALDO DA PIEDADE;MG
SÃO GONÇALO DO ABAETÉ;MG
SÃO GONÇALO DO PARÁ;MG
SÃO GONÇALO DO RIO ABAIXO;MG
SÃO GONÇALO DO SAPUCAÍ;MG
SÃO GOTARDO;MG
SÃO JOÃO BATISTA DO GLÓRIA;MG
SÃO JOÃO DA MATA;MG
SÃO JOÃO DA PONTE;MG
SÃO JOÃO DEL REI;MG
SÃO JOÃO DO ORIENTE;MG
SÃO JOÃO DO PARAÍSO;MG
SÃO JOÃO EVANGELISTA;MG
SÃO JOÃO NEPOMUCENO;MG
SÃO JOSÉ DA SAFIRA;MG
SÃO JOSÉ DA VARGINHA;MG
SÃO JOSÉ DO ALEGRE;MG
SÃO JOSÉ DO DIVINO;MG
SÃO JOSÉ DO GOIABAL;MG
SÃO JOSÉ DO JACURI;MG
SÃO JOSÉ DO MANTIMENTO;MG
SÃO LOURENÇO;MG
SÃO MIGUEL DO ANTA;MG
SÃO PEDRO DA UNIÃO;MG
SÃO PEDRO DOS FERROS;MG
SÃO PEDRO DO SUAÇUÍ;MG
SÃO ROMÃO;MG
SÃO ROQUE DE MINAS;MG
SÃO SEBASTIÃO DA BELA VISTA;MG
SÃO SEBASTIÃO DO MARANHÃO;MG
SÃO SEBASTIÃO DO OESTE;MG
SÃO SEBASTIÃO DO PARAÍSO;MG
SÃO SEBASTIÃO DO RIO PRETO;MG
SÃO SEBASTIÃO DO RIO VERDE;MG
SÃO TIAGO;MG
SÃO TOMÁS DE AQUINO;MG
SÃO TOMÉ DAS LETRAS;MG
SÃO VICENTE DE MINAS;MG
SAPUCAÍ-MIRIM;MG
SARDOÁ;MG
SENADOR CORTES;MG
SENADOR FIRMINO;MG
SENADOR JOSÉ BENTO;MG
SENADOR MODESTINO GONÇALVES;MG
SENHORA DE OLIVEIRA;MG
SENHORA DO PORTO;MG
SENHORA DOS REMÉDIOS;MG
SERICITA;MG
SERITINGA;MG
SERRA AZUL DE MINAS;MG
SERRA DA SAUDADE;MG
SERRA DOS AIMORÉS;MG
SERRA DO SALITRE;MG
SERRANIA;MG
SERRANOS;MG
SERRO;MG
SETE LAGOAS;MG
SILVEIRÂNIA;MG
SILVIANÓPOLIS;MG
SIMÃO PEREIRA;MG
SIMONÉSIA;MG
SOBRÁLIA;MG
SOLEDADE DE MINAS;MG
TABULEIRO;MG
TAIOBEIRAS;MG
TAPIRA;MG
TAPIRAÍ;MG
TAQUARAÇU DE MINAS;MG
TARUMIRIM;MG
TEIXEIRAS;MG
TEÓFILO OTONI;MG
TIMÓTEO;MG
TIRADENTES;MG
TIROS;MG
TOCANTINS;MG
TOLEDO;MG
TOMBOS;MG
TRÊS CORAÇÕES;MG
TRÊS PONTAS;MG
TUMIRITINGA;MG
TUPACIGUARA;MG
TURMALINA;MG
TURVOLÂNDIA;MG
UBÁ;MG
UBAÍ;MG
UBERABA;MG
UBERLÂNDIA;MG
UMBURATIBA;MG
UNAÍ;MG
URUCÂNIA;MG
VARGEM BONITA;MG
VARGINHA;MG
VÁRZEA DA PALMA;MG
VARZELÂNDIA;MG
VAZANTE;MG
WENCESLAU BRAZ;MG
VERÍSSIMO;MG
VESPASIANO;MG
VIÇOSA;MG
VIEIRAS;MG
MATHIAS LOBATO;MG
VIRGEM DA LAPA;MG
VIRGÍNIA;MG
VIRGINÓPOLIS;MG
VIRGOLÂNDIA;MG
VISCONDE DO RIO BRANCO;MG
VOLTA GRANDE;MG
SALTINHO;SP
SÃO LOURENÇO DA SERRA;SP
DOUTOR ULYSSES;PR
ITAPERUÇU;PR
PINHAIS;PR
TUNAS DO PARANÁ;PR
NOVA SANTA BÁRBARA;PR
MAUÁ DA SERRA;PR
PITANGUEIRAS;PR
ANAHY;PR
DIAMANTE DO SUL;PR
IGUATU;PR
SANTA LÚCIA;PR
BOA ESPERANÇA DO IGUAÇU;PR
CRUZEIRO DO IGUAÇU;PR
FLOR DA SERRA DO SUL;PR
NOVA ESPERANÇA DO SUDOESTE;PR
NOVA LARANJEIRAS;PR
RIO BONITO DO IGUAÇU;PR
VIRMOND;PR
IRACEMA DO OESTE;PR
MARIPÁ;PR
SÃO PEDRO DO IGUAÇU;PR
CAFEZAL DO SUL;PR
SAUDADE DO IGUAÇU;PR
Pinhal de São Bento;PR
VENTANIA;PR
CANDÓI;PR
LARANJAL;PR
MATO RICO;PR
SANTA MARIA DO OESTE;PR
LIDIANÓPOLIS;PR
ÂNGULO;PR
FAROL;PR
RANCHO ALEGRE D'OESTE;PR
SÃO MANOEL DO PARANÁ;PR
NOVO ITACOLOMI;PR
SANTA MÔNICA;PR
BRASILÂNDIA DO SUL;PR
ALTO PARAÍSO;PR
ITAIPULÂNDIA;PR
RAMILÂNDIA;PR
ENTRE RIOS DO OESTE;PR
MERCEDES;PR
PATO BRAGADO;PR
QUATRO PONTES;PR
BOMBINHAS;SC
MORRO GRANDE;SC
PASSO DE TORRES;SC
COCAL DO SUL;SC
CAPIVARI DE BAIXO;SC
SANGÃO;SC
BALNEÁRIO BARRA DO SUL;SC
SÃO JOÃO DO ITAPERIÚ;SC
CALMON;SC
SANTA TEREZINHA;SC
BRAÇO DO TROMBUDO;SC
MIRIM DOCE;SC
MONTE CARLO;SC
VARGEM;SC
VARGEM BONITA;SC
CERRO NEGRO;SC
PONTE ALTA DO NORTE;SC
RIO RUFINO;SC
SÃO CRISTOVÃO DO SUL;SC
MACIEIRA;SC
ÁGUAS FRIAS;SC
CORDILHEIRA ALTA;SC
FORMOSA DO SUL;SC
GUATAMBÚ;SC
IRATI;SC
JARDINÓPOLIS;SC
NOVA ITABERABA;SC
NOVO HORIZONTE;SC
PLANALTO ALEGRE;SC
SUL BRASIL;SC
ARABUTÃ;SC
ARVOREDO;SC
AFONSO CLÁUDIO;ES
ALEGRE;ES
ALFREDO CHAVES;ES
ANCHIETA;ES
APIACÁ;ES
ARACRUZ;ES
ATILIO VIVACQUA;ES
BAIXO GUANDU;ES
BARRA DE SÃO FRANCISCO;ES
BOA ESPERANÇA;ES
BOM JESUS DO NORTE;ES
CACHOEIRO DE ITAPEMIRIM;ES
CARIACICA;ES
CASTELO;ES
COLATINA;ES
CONCEIÇÃO DA BARRA;ES
CONCEIÇÃO DO CASTELO;ES
DIVINO DE SÃO LOURENÇO;ES
DOMINGOS MARTINS;ES
DORES DO RIO PRETO;ES
ECOPORANGA;ES
FUNDÃO;ES
GUAÇUÍ;ES
GUARAPARI;ES
IBIRAÇU;ES
ICONHA;ES
ITAGUAÇU;ES
ITAPEMIRIM;ES
ITARANA;ES
IÚNA;ES
JERÔNIMO MONTEIRO;ES
LINHARES;ES
MANTENÓPOLIS;ES
MIMOSO DO SUL;ES
MONTANHA;ES
MUCURICI;ES
MUNIZ FREIRE;ES
MUQUI;ES
NOVA VENÉCIA;ES
PANCAS;ES
PINHEIROS;ES
PIÚMA;ES
PRESIDENTE KENNEDY;ES
RIO NOVO DO SUL;ES
SANTA LEOPOLDINA;ES
SANTA TERESA;ES
SÃO GABRIEL DA PALHA;ES
SÃO JOSÉ DO CALÇADO;ES
SÃO MATEUS;ES
SERRA;ES
VIANA;ES
VILA VELHA;ES
VITÓRIA;ES
MARILÂNDIA;ES
IBATIBA;ES
RIO BANANAL;ES
JAGUARÉ;ES
PEDRO CANÁRIO;ES
ÁGUA DOCE DO NORTE;ES
ALTO RIO NOVO;ES
JOÃO NEIVA;ES
LARANJA DA TERRA;ES
SANTA MARIA DE JETIBÁ;ES
VARGEM ALTA;ES
VENDA NOVA DO IMIGRANTE;ES
ITAÚ DE MINAS;MG
ÁGUIA BRANCA;ES
CORONEL MARTINS;SC
IPUAÇU;SC
Lajeado Grande;SC
OURO VERDE;SC
PASSOS MAIA;SC
BELMONTE;SC
PARAÍSO;SC
RIQUEZA;SC
SANTA HELENA;SC
SÃO JOÃO DO OESTE;SC
SÃO MIGUEL DA BOA VISTA;SC
NOVA SANTA RITA;RS
MARIANA PIMENTEL;RS
SERTÃO SANTANA;RS
GRAMADO XAVIER;RS
PASSO DO SOBRADO;RS
SINIMBU;RS
VALE DO SOL;RS
BARÃO DO TRIUNFO;RS
MINAS DO LEÃO;RS
MORRINHOS DO SUL;RS
TRÊS FORQUILHAS;RS
ARAMBARÉ;RS
SENTINELA DO SUL;RS
MAQUINÉ;RS
XANGRI-LÁ;RS
PINHAL GRANDE;RS
QUEVEDOS;RS
SÃO JOÃO DO POLÊSINE;RS
SÃO MARTINHO DA SERRA;RS
VILA NOVA DO SUL;RS
COXILHA;RS
GENTIL;RS
ANGRA DOS REIS;RJ
ARARUAMA;RJ
BARRA DO PIRAÍ;RJ
BARRA MANSA;RJ
BOM JARDIM;RJ
BOM JESUS DO ITABAPOANA;RJ
CABO FRIO;RJ
CACHOEIRAS DE MACACU;RJ
CAMBUCI;RJ
CAMPOS DOS GOYTACAZES;RJ
CANTAGALO;RJ
CARMO;RJ
CASIMIRO DE ABREU;RJ
CONCEIÇÃO DE MACABU;RJ
CORDEIRO;RJ
DUAS BARRAS;RJ
DUQUE DE CAXIAS;RJ
ENGENHEIRO PAULO DE FRONTIN;RJ
ITABORAÍ;RJ
ITAGUAÍ;RJ
ITAOCARA;RJ
ITAPERUNA;RJ
LAJE DO MURIAÉ;RJ
MACAÉ;RJ
MAGÉ;RJ
MANGARATIBA;RJ
MARICÁ;RJ
MENDES;RJ
MIGUEL PEREIRA;RJ
MIRACEMA;RJ
NATIVIDADE;RJ
NILÓPOLIS;RJ
NITERÓI;RJ
NOVA FRIBURGO;RJ
NOVA IGUAÇU;RJ
PARACAMBI;RJ
PARAÍBA DO SUL;RJ
PARATI;RJ
PETRÓPOLIS;RJ
PIRAÍ;RJ
PORCIÚNCULA;RJ
RESENDE;RJ
RIO BONITO;RJ
RIO CLARO;RJ
RIO DAS FLORES;RJ
SANTA MARIA MADALENA;RJ
SANTO ANTÔNIO DE PÁDUA;RJ
SÃO FIDÉLIS;RJ
SÃO GONÇALO;RJ
SÃO JOÃO DA BARRA;RJ
SÃO JOÃO DE MERITI;RJ
SÃO PEDRO DA ALDEIA;RJ
SÃO SEBASTIÃO DO ALTO;RJ
SAPUCAIA;RJ
SAQUAREMA;RJ
SILVA JARDIM;RJ
SUMIDOURO;RJ
TERESÓPOLIS;RJ
TRAJANO DE MORAES;RJ
TRÊS RIOS;RJ
VALENÇA;RJ
VASSOURAS;RJ
VOLTA REDONDA;RJ
ARRAIAL DO CABO;RJ
ITALVA;RJ
MATO CASTELHANO;RS
MORMAÇO;RS
MULITERNO;RS
NICOLAU VERGUEIRO;RS
PONTÃO;RS
SANTO ANTÔNIO DO PALMA;RS
BARRA FUNDA;RS
COQUEIROS DO SUL;RS
ENGENHO VELHO;RS
GRAMADO DOS LOUREIROS;RS
LAGOA DOS TRÊS CANTOS;RS
NOVA BOA VISTA;RS
RIO DOS ÍNDIOS;RS
SANTO ANTÔNIO DO PLANALTO;RS
BARRA DO RIO AZUL;RS
CARLOS GOMES;RS
CENTENÁRIO;RS
CHARRUA;RS
PONTE PRETA;RS
AMETISTA DO SUL;RS
DOIS IRMÃOS DAS MISSÕES;RS
NOVO TIRADENTES;RS
PINHEIRINHO DO VALE;RS
SANTO EXPEDITO DO SUL;RS
TUPANCI DO SUL;RS
BOA VISTA DAS MISSÕES;RS
LAJEADO DO BUGRE;RS
NOVO BARREIRO;RS
SAGRADA FAMÍLIA;RS
SÃO JOSÉ DAS MISSÕES;RS
NOVA PÁDUA;RS
MONTE BELO DO SUL;RS
SANTA TEREZA;RS
SÃO VALENTIM DO SUL;RS
UNIÃO DA SERRA;RS
RIO DE JANEIRO;RJ
ITATIAIA;RJ
PATY DO ALFERES;RJ
QUISSAMÃ;RJ
SÃO JOSÉ DO VALE DO RIO PRETO;RJ
IBITIRAMA;ES
CAMPESTRE DA SERRA;RS
SÃO JOSÉ DOS AUSENTES;RS
LINDOLFO COLLOR;RS
MORRO REUTER;RS
PICADA CAFÉ;RS
PRESIDENTE LUCENA;RS
CAPITÃO;RS
ITAPUCA;RS
COLINAS;RS
MATO LEITÃO;RS
SANTA CLARA DO SUL;RS
SÉRIO;RS
TRAVESSEIRO;RS
MARATÁ;RS
PARECI NOVO;RS
SÃO PEDRO DA SERRA;RS
ALTO FELIZ;RS
LINHA NOVA;RS
VALE REAL;RS
INHACORÁ;RS
VITÓRIA DAS MISSÕES;RS
CORONEL BARROS;RS
NOVO MACHADO;RS
SÃO JOSÉ DO INHACORÁ;RS
SALVADOR DAS MISSÕES;RS
SÃO PEDRO DO BUTIÁ;RS
PORTO MAUÁ;RS
PORTO VERA CRUZ;RS
BARRA DO GUARITA;RS
BOM PROGRESSO;RS
DERRUBADAS;RS
SÃO VALÉRIO DO SUL;RS
TIRADENTES DO SUL;RS
MANOEL VIANA;RS
GARRUCHOS;RS
CANDIOTA;RS
HULHA NEGRA;RS
SÃO JOSÉ DO POVO;MT
ADAMANTINA;SP
ADOLFO;SP
AGUAÍ;SP
ÁGUAS DA PRATA;SP
ÁGUAS DE LINDÓIA;SP
ÁGUAS DE SÃO PEDRO;SP
AGUDOS;SP
ALFREDO MARCONDES;SP
ALTAIR;SP
ALTINÓPOLIS;SP
ALTO ALEGRE;SP
ÁLVARES FLORENCE;SP
ÁLVARES MACHADO;SP
ÁLVARO DE CARVALHO;SP
ALVINLÂNDIA;SP
AMERICANA;SP
AMÉRICO BRASILIENSE;SP
AMÉRICO DE CAMPOS;SP
AMPARO;SP
ANALÂNDIA;SP
ANDRADINA;SP
ANGATUBA;SP
ANHEMBI;SP
ANHUMAS;SP
APARECIDA;SP
APARECIDA D'OESTE;SP
APIAÍ;SP
ARAÇATUBA;SP
ARAÇOIABA DA SERRA;SP
ARAMINA;SP
ARANDU;SP
ARARAQUARA;SP
ARARAS;SP
AREALVA;SP
AREIAS;SP
AREIÓPOLIS;SP
ARIRANHA;SP
ARTUR NOGUEIRA;SP
ARUJÁ;SP
ASSIS;SP
ATIBAIA;SP
AURIFLAMA;SP
AVAÍ;SP
AVANHANDAVA;SP
